"V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"negative regulation of receptor binding [GO:1900121]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of receptor binding [GO:1900122]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of nodal receptor complex assembly [GO:1900123]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of nodal receptor complex assembly [GO:1900124]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of hyaluronan biosynthetic process [GO:1900125]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of hyaluronan biosynthetic process [GO:1900126]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of hyaluronan biosynthetic process [GO:1900127]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of G-protein activated inward rectifier potassium channel activity [GO:1900128]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of G-protein activated inward rectifier potassium channel activity [GO:1900129]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of lipid binding [GO:1900130]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of lipid binding [GO:1900131]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of lipid binding [GO:1900132]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of renin secretion into blood stream [GO:1900133]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of renin secretion into blood stream [GO:1900134]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of renin secretion into blood stream [GO:1900135]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of chemokine activity [GO:1900136]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of chemokine activity [GO:1900137]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of phospholipase A2 activity [GO:1900138]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of arachidonic acid secretion [GO:1900139]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of seedling development [GO:1900140]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of oligodendrocyte apoptotic process [GO:1900141]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of oligodendrocyte apoptotic process [GO:1900142]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of oligodendrocyte apoptotic process [GO:1900143]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of BMP secretion [GO:1900144]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of nodal signaling pathway involved in determination of left/right asymmetry [GO:1900145]",0.784492357931956,1,1,0.330232358271452,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of nodal signaling pathway involved in determination of left/right asymmetry [GO:1900146]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of Schwann cell migration [GO:1900147]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of Schwann cell migration [GO:1900148]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of Schwann cell migration [GO:1900149]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of defense response to fungus [GO:1900150]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900151]",0.235277111758784,1,1,1,0.276084408491011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900152]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900153]",0.0823219720931485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of bone trabecula formation [GO:1900154]",1,1,1,0.181594933436733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of bone trabecula formation [GO:1900155]",1,1,1,0.181594933436733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of bone trabecula formation [GO:1900156]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of bone mineralization involved in bone maturation [GO:1900157]",1,1,1,0.181594933436733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of bone mineralization involved in bone maturation [GO:1900158]",1,1,1,0.181594933436733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of bone mineralization involved in bone maturation [GO:1900159]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"plastid DNA packaging [GO:1900160]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of phospholipid scramblase activity [GO:1900161]",1,1,1,0.181594933436733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of phospholipid scramblase activity [GO:1900162]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of phospholipid scramblase activity [GO:1900163]",1,1,1,0.181594933436733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry [GO:1900164]",0.784492357931956,1,1,0.330232358271452,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of interleukin-6 secretion [GO:1900165]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of glial cell line-derived neurotrophic factor secretion [GO:1900166]",1,1,1,1,1,0.0293395372883547,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of glial cell line-derived neurotrophic factor secretion [GO:1900167]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of glial cell line-derived neurotrophic factor secretion [GO:1900168]",1,1,1,1,1,0.0293395372883547,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of glucocorticoid mediated signaling pathway [GO:1900169]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of glucocorticoid mediated signaling pathway [GO:1900170]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of glucocorticoid mediated signaling pathway [GO:1900171]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of flagellum movement [GO:1900172]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of flagellum movement [GO:1900173]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of flagellum movement [GO:1900174]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry [GO:1900175]",0.784492357931956,1,1,0.330232358271452,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry [GO:1900176]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of aflatoxin biosynthetic process [GO:1900177]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of aflatoxin biosynthetic process [GO:1900178]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of aflatoxin biosynthetic process [GO:1900179]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of protein localization to nucleus [GO:1900180]",0.16461975249646,1,0.576490689206839,0.948848523751395,0.723845572215563,1,1,1,0.294451437380823,0.503726111772205,0.479613702666544,0.121716863597071,1,1,0.675295113357108,0.121716863597071,1,0.153124853426176,1,0.0796623621311888
"negative regulation of protein localization to nucleus [GO:1900181]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of protein localization to nucleus [GO:1900182]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of xanthone-containing compound biosynthetic process [GO:1900183]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of xanthone-containing compound biosynthetic process [GO:1900184]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of xanthone-containing compound biosynthetic process [GO:1900185]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of clathrin-mediated endocytosis [GO:1900186]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cell adhesion involved in single-species biofilm formation [GO:1900187]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of cell adhesion involved in single-species biofilm formation [GO:1900188]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of cell adhesion involved in single-species biofilm formation [GO:1900189]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of single-species biofilm formation [GO:1900190]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of single-species biofilm formation [GO:1900191]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of single-species biofilm formation [GO:1900192]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of oocyte maturation [GO:1900193]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of oocyte maturation [GO:1900194]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of oocyte maturation [GO:1900195]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of penicillin biosynthetic process [GO:1900196]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of penicillin biosynthetic process [GO:1900197]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of penicillin biosynthetic process [GO:1900198]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of protein export from nucleus during meiotic anaphase II [GO:1900199]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"mesenchymal cell apoptotic process involved in metanephros development [GO:1900200]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of spread of virus in host, cell to cell [GO:1900201]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of spread of virus in host, cell to cell [GO:1900202]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of spread of virus in host, cell to cell [GO:1900203]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"apoptotic process involved in metanephric collecting duct development [GO:1900204]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"apoptotic process involved in metanephric nephron tubule development [GO:1900205]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of pronephric nephron tubule development [GO:1900206]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of pronephric nephron tubule development [GO:1900207]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cardiolipin metabolic process [GO:1900208]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of cardiolipin metabolic process [GO:1900209]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of cardiolipin metabolic process [GO:1900210]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of mesenchymal cell apoptotic process involved in metanephros development [GO:1900211]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of mesenchymal cell apoptotic process involved in metanephros development [GO:1900212]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of mesenchymal cell apoptotic process involved in metanephros development [GO:1900213]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of apoptotic process involved in metanephric collecting duct development [GO:1900214]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of apoptotic process involved in metanephric collecting duct development [GO:1900215]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of apoptotic process involved in metanephric collecting duct development [GO:1900216]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of apoptotic process involved in metanephric nephron tubule development [GO:1900217]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of apoptotic process involved in metanephric nephron tubule development [GO:1900218]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of apoptotic process involved in metanephric nephron tubule development [GO:1900219]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"semaphorin-plexin signaling pathway involved in bone trabecula morphogenesis [GO:1900220]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of beta-amyloid clearance [GO:1900221]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of beta-amyloid clearance [GO:1900222]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of beta-amyloid clearance [GO:1900223]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry [GO:1900224]",0.784492357931956,1,1,0.330232358271452,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of NLRP3 inflammasome complex assembly [GO:1900225]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of NLRP3 inflammasome complex assembly [GO:1900226]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of NLRP3 inflammasome complex assembly [GO:1900227]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of single-species biofilm formation in or on host organism [GO:1900228]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of single-species biofilm formation in or on host organism [GO:1900229]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of single-species biofilm formation in or on host organism [GO:1900230]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of single-species biofilm formation on inanimate substrate [GO:1900231]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of single-species biofilm formation on inanimate substrate [GO:1900232]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of single-species biofilm formation on inanimate substrate [GO:1900233]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of Kit signaling pathway [GO:1900234]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of Kit signaling pathway [GO:1900235]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of Kit signaling pathway [GO:1900236]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of induction of conjugation with cellular fusion [GO:1900237]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway [GO:1900238]",0.286982373876238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of phenotypic switching [GO:1900239]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of phenotypic switching [GO:1900240]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of phenotypic switching [GO:1900241]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of synaptic vesicle endocytosis [GO:1900242]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of synaptic vesicle endocytosis [GO:1900243]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of synaptic vesicle endocytosis [GO:1900244]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of MDA-5 signaling pathway [GO:1900245]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of RIG-I signaling pathway [GO:1900246]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cytoplasmic translational elongation [GO:1900247]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of cytoplasmic translational elongation [GO:1900248]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of cytoplasmic translational elongation [GO:1900249]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of beta1-adrenergic receptor activity [GO:1900256]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of beta1-adrenergic receptor activity [GO:1900257]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of beta1-adrenergic receptor activity [GO:1900258]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of RNA-directed RNA polymerase activity [GO:1900259]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of RNA-directed RNA polymerase activity [GO:1900260]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of RNA-directed RNA polymerase activity [GO:1900261]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of DNA-directed DNA polymerase activity [GO:1900262]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of DNA-directed DNA polymerase activity [GO:1900263]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of DNA-directed DNA polymerase activity [GO:1900264]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of substance P receptor binding [GO:1900265]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of substance P receptor binding [GO:1900266]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of substance P receptor binding [GO:1900267]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of reverse transcription [GO:1900268]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of reverse transcription [GO:1900269]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of reverse transcription [GO:1900270]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of long-term synaptic potentiation [GO:1900271]",1,1,1,1,0.0625565464650378,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of long-term synaptic potentiation [GO:1900272]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of long-term synaptic potentiation [GO:1900273]",1,1,1,1,0.0625565464650378,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of phospholipase C activity [GO:1900274]",0.364538228091031,1,0.348857797865839,0.29136752884554,0.725723448473962,0.449162010431311,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of phospholipase C activity [GO:1900275]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of proteinase activated receptor activity [GO:1900276]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of proteinase activated receptor activity [GO:1900277]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of proteinase activated receptor activity [GO:1900278]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of CD4-positive, alpha beta T cell costimulation [GO:1900279]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of CD4-positive, alpha beta T cell costimulation [GO:1900280]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of CD4-positive, alpha beta T cell costimulation [GO:1900281]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cellobiose catabolic process [GO:1900282]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of cellobiose catabolic process [GO:1900283]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of cellobiose catabolic process [GO:1900284]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cellotriose transport [GO:1900285]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of cellotriose transport [GO:1900286]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of cellotriose transport [GO:1900287]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of coenzyme F420-dependent bicyclic nitroimidazole catabolic process [GO:1900288]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of coenzyme F420-dependent bicyclic nitroimidazole catabolic process [GO:1900289]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of coenzyme F420-dependent bicyclic nitroimidazole catabolic process [GO:1900290]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of galactotriose transport [GO:1900291]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of galactotriose transport [GO:1900292]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of galactotriose transport [GO:1900293]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of heptasaccharide transport [GO:1900294]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of heptasaccharide transport [GO:1900295]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of heptasaccharide transport [GO:1900296]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of hexasaccharide transport [GO:1900297]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of hexasaccharide transport [GO:1900298]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of hexasaccharide transport [GO:1900299]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of laminarabiose transport [GO:1900300]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of laminarabiose transport [GO:1900301]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of laminarabiose transport [GO:1900302]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of laminaritriose transport [GO:1900303]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of laminaritriose transport [GO:1900304]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of laminaritriose transport [GO:1900305]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of maltoheptaose transport [GO:1900306]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of maltoheptaose transport [GO:1900307]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of maltoheptaose transport [GO:1900308]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of maltoheptaose metabolic process [GO:1900309]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of maltoheptaose metabolic process [GO:1900310]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of maltoheptaose metabolic process [GO:1900311]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of maltohexaose transport [GO:1900312]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of maltohexaose transport [GO:1900313]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of maltohexaose transport [GO:1900314]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of maltopentaose transport [GO:1900315]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of maltopentaose transport [GO:1900316]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of maltopentaose transport [GO:1900317]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of methane biosynthetic process from dimethylamine [GO:1900318]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of methane biosynthetic process from dimethylamine [GO:1900319]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of methane biosynthetic process from dimethylamine [GO:1900320]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of maltotetraose transport [GO:1900321]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of maltotetraose transport [GO:1900322]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of maltotetraose transport [GO:1900323]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of maltotriulose transport [GO:1900324]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
