"","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"regulation of secondary shoot formation [GO:2000032]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of seed dormancy process [GO:2000033]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of seed maturation [GO:2000034]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of stem cell division [GO:2000035]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of stem cell maintenance [GO:2000036]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of stomatal complex patterning [GO:2000037]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of stomatal complex development [GO:2000038]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of trichome morphogenesis [GO:2000039]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of planar cell polarity pathway involved in axis elongation [GO:2000040]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of planar cell polarity pathway involved in axis elongation [GO:2000041]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of double-strand break repair via homologous recombination [GO:2000042]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cardiac cell fate specification [GO:2000043]",1,1,1,0.213552361396304,1,1,1,1,1,1,1,1
"negative regulation of cardiac cell fate specification [GO:2000044]",1,1,1,0.213552361396304,1,1,1,1,1,1,1,1
"regulation of G1/S transition of mitotic cell cycle [GO:2000045]",0.227900585006648,1,0.731448550384753,1,1,1,0.265213649938136,1,1,1,1,1
"regulation of G2 phase of mitotic cell cycle [GO:2000046]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cell-cell adhesion mediated by cadherin [GO:2000047]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of cell-cell adhesion mediated by cadherin [GO:2000048]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of cell-cell adhesion mediated by cadherin [GO:2000049]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of non-canonical Wnt receptor signaling pathway [GO:2000050]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of non-canonical Wnt receptor signaling pathway [GO:2000051]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of non-canonical Wnt receptor signaling pathway [GO:2000052]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of Wnt receptor signaling pathway involved in dorsal/ventral axis specification [GO:2000053]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of Wnt receptor signaling pathway involved in dorsal/ventral axis specification [GO:2000054]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of Wnt receptor signaling pathway involved in dorsal/ventral axis specification [GO:2000055]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of Wnt receptor signaling pathway involved in digestive tract morphogenesis [GO:2000056]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of Wnt receptor signaling pathway involved in digestive tract morphogenesis [GO:2000057]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process [GO:2000058]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process [GO:2000059]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process [GO:2000060]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of ureter smooth muscle cell differentiation [GO:2000061]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of ureter smooth muscle cell differentiation [GO:2000062]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of ureter smooth muscle cell differentiation [GO:2000063]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cortisol biosynthetic process [GO:2000064]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of cortisol biosynthetic process [GO:2000065]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of cortisol biosynthetic process [GO:2000066]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of root morphogenesis [GO:2000067]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of defense response to insect [GO:2000068]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of post-embryonic root development [GO:2000069]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of response to water deprivation [GO:2000070]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of defense response by callose deposition [GO:2000071]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of defense response to fungus, incompatible interaction [GO:2000072]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of site selection involved in cell cycle cytokinesis [GO:2000073]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of type B pancreatic cell development [GO:2000074]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of site selection involved in cell cycle cytokinesis [GO:2000075]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of site selection involved in cell cycle cytokinesis [GO:2000076]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of type B pancreatic cell development [GO:2000077]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of type B pancreatic cell development [GO:2000078]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of canonical Wnt receptor signaling pathway involved in controlling type B pancreatic cell proliferation [GO:2000079]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of canonical Wnt receptor signaling pathway involved in controlling type B pancreatic cell proliferation [GO:2000080]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of canonical Wnt receptor signaling pathway involved in controlling type B pancreatic cell proliferation [GO:2000081]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of L-ascorbic acid biosynthetic process [GO:2000082]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of L-ascorbic acid biosynthetic process [GO:2000083]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of mesenchymal to epithelial transition involved in mesonephros morphogenesis [GO:2000084]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of mesenchymal to epithelial transition involved in mesonephros morphogenesis [GO:2000085]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of mesenchymal to epithelial transition involved in mesonephros morphogenesis [GO:2000086]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of mesonephric glomerulus development [GO:2000087]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of mesonephric glomerulus development [GO:2000088]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of mesonephric glomerulus development [GO:2000089]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of mesonephric glomerular mesangial cell proliferation [GO:2000090]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of mesonephric glomerular mesangial cell proliferation [GO:2000091]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of mesonephric glomerular mesangial cell proliferation [GO:2000092]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of mesonephric nephron tubule epithelial cell differentiation [GO:2000093]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of mesonephric nephron tubule epithelial cell differentiation [GO:2000094]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of Wnt receptor signaling pathway, planar cell polarity pathway [GO:2000095]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of Wnt receptor signaling pathway, planar cell polarity pathway [GO:2000096]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of smooth muscle cell-matrix adhesion [GO:2000097]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of smooth muscle cell-matrix adhesion [GO:2000098]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of establishment or maintenance of bipolar cell polarity [GO:2000099]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of establishment or maintenance of bipolar cell polarity regulating cell shape [GO:2000100]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of mammary stem cell proliferation [GO:2000101]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of mammary stem cell proliferation [GO:2000102]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of mammary stem cell proliferation [GO:2000103]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of DNA-dependent DNA replication [GO:2000104]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of DNA-dependent DNA replication [GO:2000105]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of leukocyte apoptotic process [GO:2000106]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of leukocyte apoptotic process [GO:2000107]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of leukocyte apoptotic process [GO:2000108]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of macrophage apoptotic process [GO:2000109]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of macrophage apoptotic process [GO:2000110]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of macrophage apoptotic process [GO:2000111]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cellular macromolecule biosynthetic process [GO:2000112]",0.0313052755759097,1,0.364850337675646,0.959945185054863,1,1,1,0.198542762290599,1,0.593286588715074,0.329732116238829,1
"negative regulation of cellular macromolecule biosynthetic process [GO:2000113]",0.65131053079045,1,0.0735035838658486,0.887229928715395,1,1,1,1,1,1,0.155735054872817,1
"regulation of establishment of cell polarity [GO:2000114]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of maintenance of bipolar cell polarity regulating cell shape [GO:2000115]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cysteine-type endopeptidase activity [GO:2000116]",0.407432757877658,1,0.480949121606206,1,1,1,1,1,1,1,1,1
"negative regulation of cysteine-type endopeptidase activity [GO:2000117]",0.229979466119096,1,1,1,1,1,1,1,1,1,1,1
"regulation of sodium-dependent phosphate transport [GO:2000118]",1,1,0.279260780287474,1,1,1,1,1,1,1,1,1
"negative regulation of sodium-dependent phosphate transport [GO:2000119]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of sodium-dependent phosphate transport [GO:2000120]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of removal of superoxide radicals [GO:2000121]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of stomatal complex development [GO:2000122]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of stomatal complex development [GO:2000123]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of endocannabinoid signaling pathway [GO:2000124]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of octopamine or tyramine signaling pathway [GO:2000125]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of octopamine or tyramine signaling pathway [GO:2000126]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of octopamine or tyramine signaling pathway [GO:2000127]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of octopamine signaling pathway [GO:2000128]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of octopamine signaling pathway [GO:2000129]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of octopamine signaling pathway [GO:2000130]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of tyramine signaling pathway [GO:2000131]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of tyramine signaling pathway [GO:2000132]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of tyramine signaling pathway [GO:2000133]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of G1/S transition of mitotic cell cycle [GO:2000134]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of regulation of secondary heart field cardioblast proliferation [GO:2000135]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cell proliferation involved in heart morphogenesis [GO:2000136]",1,1,1,0.213552361396304,1,1,1,1,1,1,1,1
"negative regulation of cell proliferation involved in heart morphogenesis [GO:2000137]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of cell proliferation involved in heart morphogenesis [GO:2000138]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of octopamine signaling pathway involved in response to food [GO:2000139]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of octopamine signaling pathway involved in response to food [GO:2000140]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of octopamine signaling pathway involved in response to food [GO:2000141]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of DNA-dependent transcription, initiation [GO:2000142]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of DNA-dependent transcription, initiation [GO:2000143]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of DNA-dependent transcription, initiation [GO:2000144]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cell motility [GO:2000145]",0.0824871639007956,1,0.428980665103812,1,1,1,1,1,1,1,1,1
"negative regulation of cell motility [GO:2000146]",0.407432757877658,1,0.480949121606206,1,1,1,1,1,1,1,1,1
"positive regulation of cell motility [GO:2000147]",0.0119131529477501,1,1,1,1,1,1,1,1,1,1,1
"regulation of planar cell polarity pathway involved in ventricular septum morphogenesis [GO:2000148]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of planar cell polarity pathway involved in ventricular septum morphogenesis [GO:2000149]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of planar cell polarity pathway involved in cardiac muscle tissue morphogenesis [GO:2000150]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of planar cell polarity pathway involved in cardiac muscle tissue morphogenesis [GO:2000151]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of ubiquitin-specific protease activity [GO:2000152]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of flagellar cell motility [GO:2000153]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of flagellar cell motility [GO:2000154]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of flagellar cell motility [GO:2000155]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of retrograde vesicle-mediated transport, Golgi to ER [GO:2000156]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of ubiquitin-specific protease activity [GO:2000157]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of ubiquitin-specific protease activity [GO:2000158]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of planar cell polarity pathway involved in heart morphogenesis [GO:2000159]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of planar cell polarity pathway involved in heart morphogenesis [GO:2000160]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of planar cell polarity pathway involved in cardiac right atrium morphogenesis [GO:2000161]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of planar cell polarity pathway involved in cardiac right atrium morphogenesis [GO:2000162]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of planar cell polarity pathway involved in outflow tract morphogenesis [GO:2000163]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of planar cell polarity pathway involved in outflow tract morphogenesis [GO:2000164]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of planar cell polarity pathway involved in pericardium morphogenesis [GO:2000165]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of planar cell polarity pathway involved in pericardium morphogenesis [GO:2000166]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of planar cell polarity pathway involved in neural tube closure [GO:2000167]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of planar cell polarity pathway involved in neural tube closure [GO:2000168]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of peptidyl-cysteine S-nitrosylation [GO:2000169]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of peptidyl-cysteine S-nitrosylation [GO:2000170]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of dendrite development [GO:2000171]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of branching morphogenesis of a nerve [GO:2000172]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of branching morphogenesis of a nerve [GO:2000173]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of pro-T cell differentiation [GO:2000174]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of pro-T cell differentiation [GO:2000175]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of pro-T cell differentiation [GO:2000176]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of neural precursor cell proliferation [GO:2000177]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of neural precursor cell proliferation [GO:2000178]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of neural precursor cell proliferation [GO:2000179]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of androgen biosynthetic process [GO:2000180]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of blood vessel morphogenesis [GO:2000181]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of progesterone biosynthetic process [GO:2000182]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of progesterone biosynthetic process [GO:2000183]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of progesterone biosynthetic process [GO:2000184]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of phosphate transmembrane transport [GO:2000185]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of phosphate transmembrane transport [GO:2000186]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of phosphate transmembrane transport [GO:2000187]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cholesterol homeostasis [GO:2000188]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of cholesterol homeostasis [GO:2000189]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of regulation of transcription from RNA polymerase II promoter by nuclear hormone receptor [GO:2000190]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of fatty acid transport [GO:2000191]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of fatty acid transport [GO:2000192]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of fatty acid transport [GO:2000193]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of female gonad development [GO:2000194]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of female gonad development [GO:2000195]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of female gonad development [GO:2000196]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of ribonucleoprotein complex localization [GO:2000197]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of ribonucleoprotein complex localization [GO:2000198]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of ribonucleoprotein complex localization [GO:2000199]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of ribosomal subunit export from nucleus [GO:2000200]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of ribosomal subunit export from nucleus [GO:2000201]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of ribosomal subunit export from nucleus [GO:2000202]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of ribosomal large subunit export from nucleus [GO:2000203]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of ribosomal large subunit export from nucleus [GO:2000204]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of ribosomal large subunit export from nucleus [GO:2000205]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of ribosomal small subunit export from nucleus [GO:2000206]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of ribosomal small subunit export from nucleus [GO:2000207]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of ribosomal small subunit export from nucleus [GO:2000208]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of anoikis [GO:2000209]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of anoikis [GO:2000210]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of glutamate metabolic process [GO:2000211]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of glutamate metabolic process [GO:2000212]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of glutamate metabolic process [GO:2000213]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of proline metabolic process [GO:2000214]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of proline metabolic process [GO:2000215]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of proline metabolic process [GO:2000216]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of invasive growth in response to glucose limitation [GO:2000217]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of invasive growth in response to glucose limitation [GO:2000218]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of invasive growth in response to glucose limitation [GO:2000219]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of pseudohyphal growth [GO:2000220]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of pseudohyphal growth [GO:2000221]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of pseudohyphal growth [GO:2000222]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of BMP signaling pathway involved in heart jogging [GO:2000223]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of testosterone biosynthetic process [GO:2000224]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of testosterone biosynthetic process [GO:2000225]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of pancreatic A cell differentiation [GO:2000226]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of pancreatic A cell differentiation [GO:2000227]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of pancreatic A cell differentiation [GO:2000228]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of pancreatic stellate cell proliferation [GO:2000229]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of pancreatic stellate cell proliferation [GO:2000230]",1,1,1,1,1,1,1,1,1,1,1,1
