"V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"negative regulation of phosphatidylglycerol biosynthetic process [GO:1901352]",1,1,1,1,1,1,1,1,1,1
"positive regulation of phosphatidylglycerol biosynthetic process [GO:1901353]",1,1,1,1,1,1,1,1,1,1
"response to L-canavanine [GO:1901354]",1,1,1,1,1,1,1,1,1,1
"response to rapamycin [GO:1901355]",1,1,1,1,1,1,1,1,1,1
"beta-D-galactofuranose metabolic process [GO:1901356]",1,1,1,1,1,1,1,1,1,1
"beta-D-galactofuranose catabolic process [GO:1901357]",1,1,1,1,1,1,1,1,1,1
"beta-D-galactofuranose biosynthetic process [GO:1901358]",1,1,1,1,1,1,1,1,1,1
"organic cyclic compound metabolic process [GO:1901360]",0.52779116287282,0.6603368869259,0.286725496988859,0.813992089056818,0.192334681631043,0.692593199048735,0.985967888570317,0.122659633035789,0.0672466929212666,0.2982367765425
"organic cyclic compound catabolic process [GO:1901361]",0.946984846391715,0.591797998036673,0.323104140850303,0.348290097380788,0.202549790279367,0.701677752805811,0.460898154252649,0.214740211293104,0.139240572761427,1
"organic cyclic compound biosynthetic process [GO:1901362]",0.402004479335991,0.236289241301199,0.206989521584314,0.892513919876869,0.507927709441493,0.855463334168359,0.982202115715452,0.1771923815809,0.0670204191421616,0.219667638708305
"funalenone metabolic process [GO:1901364]",1,1,1,1,1,1,1,1,1,1
"funalenone catabolic process [GO:1901365]",1,1,1,1,1,1,1,1,1,1
"funalenone biosynthetic process [GO:1901366]",1,1,1,1,1,1,1,1,1,1
"response to L-cysteine [GO:1901367]",1,1,1,1,1,1,1,1,1,1
"cyclic 2,3-bisphospho-D-glycerate biosynthetic process [GO:1901369]",1,1,1,1,1,1,1,1,1,1
"response to glutathione [GO:1901370]",1,1,1,1,1,1,1,1,1,1
"regulation of leaf morphogenesis [GO:1901371]",1,1,1,1,1,1,1,1,1,1
"trehalose biosynthetic process involved in ascospore formation [GO:1901372]",1,1,1,1,1,1,1,1,1,1
"lipid hydroperoxide transport [GO:1901373]",1,1,1,0.228253845159623,1,1,1,1,1,1
"acetate ester transport [GO:1901374]",1,1,1,0.228253845159623,1,1,1,1,1,1
"organic heteropentacyclic compound metabolic process [GO:1901376]",1,1,1,1,1,1,1,1,1,1
"organic heteropentacyclic compound catabolic process [GO:1901377]",1,1,1,1,1,1,1,1,1,1
"organic heteropentacyclic compound biosynthetic process [GO:1901378]",1,1,1,1,1,1,1,1,1,1
"regulation of potassium ion transmembrane transport [GO:1901379]",0.0928883613594122,1,1,1,1,1,1,1,1,1
"negative regulation of potassium ion transmembrane transport [GO:1901380]",1,1,1,1,1,1,1,1,1,1
"positive regulation of potassium ion transmembrane transport [GO:1901381]",0.552151996898022,1,1,1,1,1,1,1,1,1
"regulation of chorionic trophoblast cell proliferation [GO:1901382]",1,1,1,0.228253845159623,1,1,1,1,1,1
"negative regulation of chorionic trophoblast cell proliferation [GO:1901383]",1,1,1,0.228253845159623,1,1,1,1,1,1
"positive regulation of chorionic trophoblast cell proliferation [GO:1901384]",1,1,1,1,1,1,1,1,1,1
"regulation of voltage-gated calcium channel activity [GO:1901385]",1,1,0.0242988238335272,1,1,1,1,1,1,1
"negative regulation of voltage-gated calcium channel activity [GO:1901386]",1,1,0.0242988238335272,1,1,1,1,1,1,1
"positive regulation of voltage-gated calcium channel activity [GO:1901387]",1,1,1,1,1,1,1,1,1,1
"regulation of transforming growth factor beta activation [GO:1901388]",1,1,1,1,1,1,1,1,1,1
"negative regulation of transforming growth factor beta activation [GO:1901389]",1,1,1,1,1,1,1,1,1,1
"positive regulation of transforming growth factor beta activation [GO:1901390]",1,1,1,1,1,1,1,1,1,1
"regulation of transforming growth factor beta1 activation [GO:1901392]",1,1,1,1,1,1,1,1,1,1
"negative regulation of transforming growth factor beta1 activation [GO:1901393]",1,1,1,1,1,1,1,1,1,1
"positive regulation of transforming growth factor beta1 activation [GO:1901394]",1,1,1,1,1,1,1,1,1,1
"regulation of transforming growth factor beta2 activation [GO:1901395]",1,1,1,1,1,1,1,1,1,1
"negative regulation of transforming growth factor beta2 activation [GO:1901396]",1,1,1,1,1,1,1,1,1,1
"positive regulation of transforming growth factor beta2 activation [GO:1901397]",1,1,1,1,1,1,1,1,1,1
"regulation of transforming growth factor beta3 activation [GO:1901398]",1,1,1,1,1,1,1,1,1,1
"negative regulation of transforming growth factor beta3 activation [GO:1901399]",1,1,1,1,1,1,1,1,1,1
"positive regulation of transforming growth factor beta3 activation [GO:1901400]",1,1,1,1,1,1,1,1,1,1
"regulation of tetrapyrrole metabolic process [GO:1901401]",1,1,1,1,1,1,1,1,1,1
"negative regulation of tetrapyrrole metabolic process [GO:1901402]",1,1,1,1,1,1,1,1,1,1
"positive regulation of tetrapyrrole metabolic process [GO:1901403]",1,1,1,1,1,1,1,1,1,1
"regulation of tetrapyrrole catabolic process [GO:1901404]",1,1,1,1,1,1,1,1,1,1
"negative regulation of tetrapyrrole catabolic process [GO:1901405]",1,1,1,1,1,1,1,1,1,1
"positive regulation of tetrapyrrole catabolic process [GO:1901406]",1,1,1,1,1,1,1,1,1,1
"regulation of phosphorylation of RNA polymerase II C-terminal domain [GO:1901407]",1,1,1,1,1,1,1,1,1,1
"negative regulation of phosphorylation of RNA polymerase II C-terminal domain [GO:1901408]",1,1,1,1,1,1,1,1,1,1
"positive regulation of phosphorylation of RNA polymerase II C-terminal domain [GO:1901409]",1,1,1,1,1,1,1,1,1,1
"regulation of tetrapyrrole biosynthetic process from glutamate [GO:1901410]",1,1,1,1,1,1,1,1,1,1
"negative regulation of tetrapyrrole biosynthetic process from glutamate [GO:1901411]",1,1,1,1,1,1,1,1,1,1
"positive regulation of tetrapyrrole biosynthetic process from glutamate [GO:1901412]",1,1,1,1,1,1,1,1,1,1
"regulation of tetrapyrrole biosynthetic process from glycine and succinyl-CoA [GO:1901413]",1,1,1,1,1,1,1,1,1,1
"negative regulation of tetrapyrrole biosynthetic process from glycine and succinyl-CoA [GO:1901414]",1,1,1,1,1,1,1,1,1,1
"positive regulation of tetrapyrrole biosynthetic process from glycine and succinyl-CoA [GO:1901415]",1,1,1,1,1,1,1,1,1,1
"regulation of response to ethanol [GO:1901416]",1,1,1,1,1,1,1,1,1,1
"negative regulation of response to ethanol [GO:1901417]",1,1,1,1,1,1,1,1,1,1
"positive regulation of response to ethanol [GO:1901418]",1,1,1,1,1,1,1,1,1,1
"regulation of response to alcohol [GO:1901419]",0.799464130979156,1,1,0.404430643175149,1,1,1,1,1,1
"negative regulation of response to alcohol [GO:1901420]",1,1,1,1,1,1,1,1,1,1
"positive regulation of response to alcohol [GO:1901421]",0.799464130979156,1,1,0.404430643175149,1,1,1,1,1,1
"response to butan-1-ol [GO:1901422]",1,1,1,1,1,1,1,1,1,1
"response to benzene [GO:1901423]",1,1,1,1,1,1,1,1,1,1
"response to toluene [GO:1901424]",1,1,1,1,1,1,1,1,1,1
"response to formic acid [GO:1901425]",1,1,1,1,1,1,1,1,1,1
"response to furfural [GO:1901426]",1,1,1,1,1,1,1,1,1,1
"response to propan-1-ol [GO:1901427]",1,1,1,1,1,1,1,1,1,1
"regulation of syringal lignin biosynthetic process [GO:1901428]",1,1,1,1,1,1,1,1,1,1
"negative regulation of syringal lignin biosynthetic process [GO:1901429]",1,1,1,1,1,1,1,1,1,1
"positive regulation of syringal lignin biosynthetic process [GO:1901430]",1,1,1,1,1,1,1,1,1,1
"regulation of response to cycloalkane [GO:1901431]",1,1,1,1,1,1,1,1,1,1
"negative regulation of response to cycloalkane [GO:1901432]",1,1,1,1,1,1,1,1,1,1
"positive regulation of response to cycloalkane [GO:1901433]",1,1,1,1,1,1,1,1,1,1
"regulation of toluene catabolic process [GO:1901434]",1,1,1,1,1,1,1,1,1,1
"negative regulation of toluene catabolic process [GO:1901435]",1,1,1,1,1,1,1,1,1,1
"positive regulation of toluene catabolic process [GO:1901436]",1,1,1,1,1,1,1,1,1,1
"regulation of toluene metabolic process [GO:1901437]",1,1,1,1,1,1,1,1,1,1
"negative regulation of toluene metabolic process [GO:1901438]",1,1,1,1,1,1,1,1,1,1
"positive regulation of toluene metabolic process [GO:1901439]",1,1,1,1,1,1,1,1,1,1
"poly(hydroxyalkanoate) metabolic process [GO:1901440]",1,1,1,1,1,1,1,1,1,1
"poly(hydroxyalkanoate) biosynthetic process [GO:1901441]",1,1,1,1,1,1,1,1,1,1
"regulation of response to furfural [GO:1901442]",1,1,1,1,1,1,1,1,1,1
"negative regulation of response to furfural [GO:1901443]",1,1,1,1,1,1,1,1,1,1
"positive regulation of response to furfural [GO:1901444]",1,1,1,1,1,1,1,1,1,1
"regulation of response to propan-1-ol [GO:1901445]",1,1,1,1,1,1,1,1,1,1
"negative regulation of response to propan-1-ol [GO:1901446]",1,1,1,1,1,1,1,1,1,1
"positive regulation of response to propan-1-ol [GO:1901447]",1,1,1,1,1,1,1,1,1,1
"regulation of response to butan-1-ol [GO:1901448]",1,1,1,1,1,1,1,1,1,1
"negative regulation of response to butan-1-ol [GO:1901449]",1,1,1,1,1,1,1,1,1,1
"positive regulation of response to butan-1-ol [GO:1901450]",1,1,1,1,1,1,1,1,1,1
"regulation of response to benzene [GO:1901451]",1,1,1,1,1,1,1,1,1,1
"negative regulation of response to benzene [GO:1901452]",1,1,1,1,1,1,1,1,1,1
"positive regulation of response to benzene [GO:1901453]",1,1,1,1,1,1,1,1,1,1
"regulation of response to toluene [GO:1901454]",1,1,1,1,1,1,1,1,1,1
"negative regulation of response to toluene [GO:1901455]",1,1,1,1,1,1,1,1,1,1
"positive regulation of response to toluene [GO:1901456]",1,1,1,1,1,1,1,1,1,1
"regulation of response to acetate [GO:1901457]",1,1,1,1,1,1,1,1,1,1
"negative regulation of response to acetate [GO:1901458]",1,1,1,1,1,1,1,1,1,1
"positive regulation of response to acetate [GO:1901459]",1,1,1,1,1,1,1,1,1,1
"regulation of response to formic acid [GO:1901460]",1,1,1,1,1,1,1,1,1,1
"negative regulation of response to formic acid [GO:1901461]",1,1,1,1,1,1,1,1,1,1
"positive regulation of response to formic acid [GO:1901462]",1,1,1,1,1,1,1,1,1,1
"regulation of tetrapyrrole biosynthetic process [GO:1901463]",1,1,1,1,1,1,1,1,1,1
"negative regulation of tetrapyrrole biosynthetic process [GO:1901464]",1,1,1,1,1,1,1,1,1,1
"positive regulation of tetrapyrrole biosynthetic process [GO:1901465]",1,1,1,1,1,1,1,1,1,1
"regulation of ferulate catabolic process [GO:1901466]",1,1,1,1,1,1,1,1,1,1
"negative regulation of ferulate catabolic process [GO:1901467]",1,1,1,1,1,1,1,1,1,1
"positive regulation of ferulate catabolic process [GO:1901468]",1,1,1,1,1,1,1,1,1,1
"regulation of syringal lignin catabolic process [GO:1901469]",1,1,1,1,1,1,1,1,1,1
"negative regulation of syringal lignin catabolic process [GO:1901470]",1,1,1,1,1,1,1,1,1,1
"positive regulation of syringal lignin catabolic process [GO:1901471]",1,1,1,1,1,1,1,1,1,1
"regulation of Golgi calcium ion export [GO:1901472]",1,1,1,1,1,1,1,1,1,1
"pyruvate transmembrane transport [GO:1901475]",1,1,1,1,1,1,1,1,1,1
"benomyl transmembrane transport [GO:1901477]",1,1,1,1,1,1,1,1,1,1
"L-glutamate import involved in cellular response to nitrogen starvation [GO:1901481]",1,1,1,1,1,1,1,1,1,1
"L-lysine import involved in cellular response to nitrogen starvation [GO:1901482]",1,1,1,1,1,1,1,1,1,1
"regulation of transcription factor catabolic process [GO:1901483]",1,1,1,1,1,1,1,1,1,1
"negative regulation of transcription factor catabolic process [GO:1901484]",1,1,1,1,1,1,1,1,1,1
"positive regulation of transcription factor catabolic process [GO:1901485]",1,1,1,1,1,1,1,1,1,1
"negative regulation of SREBP signaling pathway by positive regulation of transcription factor catabolic process [GO:1901486]",1,1,1,1,1,1,1,1,1,1
"negative regulation of SREBP signaling pathway by positive regulation of transcription factor catabolic process in response to increased oxygen levels [GO:1901487]",1,1,1,1,1,1,1,1,1,1
"positive regulation of SREBP signaling pathway by negative regulation of transcription factor catabolic process [GO:1901488]",1,1,1,1,1,1,1,1,1,1
"positive regulation of SREBP signaling pathway by negative regulation of transcription factor catabolic process in response to decreased oxygen levels [GO:1901489]",1,1,1,1,1,1,1,1,1,1
"regulation of lymphangiogenesis [GO:1901490]",0.552151996898022,1,1,1,1,1,1,1,1,1
"negative regulation of lymphangiogenesis [GO:1901491]",0.552151996898022,1,1,1,1,1,1,1,1,1
"positive regulation of lymphangiogenesis [GO:1901492]",1,1,1,1,1,1,1,1,1,1
"response to decalin [GO:1901493]",1,1,1,1,1,1,1,1,1,1
"regulation of cysteine metabolic process [GO:1901494]",1,1,1,1,1,1,1,1,1,1
"negative regulation of cysteine metabolic process [GO:1901495]",1,1,1,1,1,1,1,1,1,1
"positive regulation of cysteine metabolic process [GO:1901496]",1,1,1,1,1,1,1,1,1,1
"response to diphenyl ether [GO:1901497]",1,1,1,1,1,1,1,1,1,1
"response to tetralin [GO:1901498]",1,1,1,1,1,1,1,1,1,1
"response to hexane [GO:1901499]",1,1,1,1,1,1,1,1,1,1
"response to p-xylene [GO:1901500]",1,1,1,1,1,1,1,1,1,1
"response to xylene [GO:1901501]",1,1,1,1,1,1,1,1,1,1
"ether catabolic process [GO:1901502]",1,1,1,1,1,1,1,1,1,1
"ether biosynthetic process [GO:1901503]",1,1,1,0.132478352508648,0.261028823563141,1,1,1,1,1
"triazole transport [GO:1901504]",1,1,1,1,1,1,1,1,1,1
"regulation of acylglycerol transport [GO:1901506]",1,1,1,1,1,1,1,1,1,1
"negative regulation of acylglycerol transport [GO:1901507]",1,1,1,1,1,1,1,1,1,1
"positive regulation of acylglycerol transport [GO:1901508]",1,1,1,1,1,1,1,1,1,1
"regulation of endothelial tube morphogenesis [GO:1901509]",1,1,1,1,1,1,1,1,1,1
"(-)-microperfuranone metabolic process [GO:1901510]",1,1,1,1,1,1,1,1,1,1
"(-)-microperfuranone catabolic process [GO:1901511]",1,1,1,1,1,1,1,1,1,1
"(-)-microperfuranone biosynthetic process [GO:1901512]",1,1,1,1,1,1,1,1,1,1
"aspyridone A metabolic process [GO:1901516]",1,1,1,1,1,1,1,1,1,1
"aspyridone A catabolic process [GO:1901517]",1,1,1,1,1,1,1,1,1,1
"aspyridone A biosynthetic process [GO:1901518]",1,1,1,1,1,1,1,1,1,1
"aspyridone B metabolic process [GO:1901519]",1,1,1,1,1,1,1,1,1,1
"aspyridone B catabolic process [GO:1901520]",1,1,1,1,1,1,1,1,1,1
"aspyridone B biosynthetic process [GO:1901521]",1,1,1,1,1,1,1,1,1,1
"positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus [GO:1901522]",0.799464130979156,1,1,1,1,1,1,0.0424530710285754,1,1
"icosanoid catabolic process [GO:1901523]",1,1,1,0.228253845159623,1,1,1,1,1,1
"regulation of macromitophagy [GO:1901524]",1,1,1,1,1,1,1,1,1,1
"negative regulation of macromitophagy [GO:1901525]",1,1,1,1,1,1,1,1,1,1
"positive regulation of macromitophagy [GO:1901526]",1,1,1,1,1,1,1,1,1,1
"abscisic acid mediated signaling pathway involved in stomatal movement [GO:1901527]",1,1,1,1,1,1,1,1,1,1
"hydrogen peroxide mediated signaling pathway involved in stomatal movement [GO:1901528]",1,1,1,1,1,1,1,1,1,1
"positive regulation of anion channel activity [GO:1901529]",1,1,1,1,1,1,1,1,1,1
"response to hypochlorite [GO:1901530]",1,1,1,1,1,1,1,1,1,1
"regulation of hematopoietic progenitor cell differentiation [GO:1901532]",0.577954310046501,1,1,0.540406788508398,1,1,1,1,1,1
"negative regulation of hematopoietic progenitor cell differentiation [GO:1901533]",0.552151996898022,1,1,1,1,1,1,1,1,1
"positive regulation of hematopoietic progenitor cell differentiation [GO:1901534]",1,1,1,1,1,1,1,1,1,1
"regulation of DNA demethylation [GO:1901535]",1,1,1,0.228253845159623,1,1,1,1,1,1
"negative regulation of DNA demethylation [GO:1901536]",1,1,1,0.228253845159623,1,1,1,1,1,1
"positive regulation of DNA demethylation [GO:1901537]",1,1,1,1,1,1,1,1,1,1
"changes to DNA methylation involved in embryo development [GO:1901538]",1,1,0.0480102795107887,0.404430643175149,1,1,1,1,1,1
"ent-pimara-8(14),15-diene metabolic process [GO:1901539]",1,1,1,1,1,1,1,1,1,1
"ent-pimara-8(14),15-diene catabolic process [GO:1901540]",1,1,1,1,1,1,1,1,1,1
"ent-pimara-8(14),15-diene biosynthetic process [GO:1901541]",1,1,1,1,1,1,1,1,1,1
"regulation of ent-pimara-8(14),15-diene biosynthetic process [GO:1901542]",1,1,1,1,1,1,1,1,1,1
"negative regulation of ent-pimara-8(14),15-diene biosynthetic process [GO:1901543]",1,1,1,1,1,1,1,1,1,1
"positive regulation of ent-pimara-8(14),15-diene biosynthetic process [GO:1901544]",1,1,1,1,1,1,1,1,1,1
"response to raffinose [GO:1901545]",1,1,1,1,1,1,1,1,1,1
"regulation of synaptic vesicle lumen acidification [GO:1901546]",1,1,1,1,1,1,1,1,1,1
"negative regulation of synaptic vesicle lumen acidification [GO:1901547]",1,1,1,1,1,1,1,1,1,1
"positive regulation of synaptic vesicle lumen acidification [GO:1901548]",1,1,1,1,1,1,1,1,1,1
"regulation of endothelial cell development [GO:1901550]",1,1,1,1,1,1,1,1,1,1
"negative regulation of endothelial cell development [GO:1901551]",1,1,1,1,1,1,1,1,1,1
"positive regulation of endothelial cell development [GO:1901552]",1,1,1,1,1,1,1,1,1,1
"malonic acid transmembrane transport [GO:1901553]",1,1,1,1,1,1,1,1,1,1
"response to paracetamol [GO:1901554]",1,1,1,1,1,1,1,1,1,1
"response to paclitaxel [GO:1901555]",1,1,1,1,1,1,1,1,1,1
"response to candesartan [GO:1901556]",1,1,1,1,1,1,1,1,1,1
"response to fenofibrate [GO:1901557]",1,1,1,1,1,1,1,1,1,1
"response to metformin [GO:1901558]",1,1,1,1,1,1,1,1,1,1
"response to ribavirin [GO:1901559]",1,1,1,1,1,1,1,1,1,1
"response to purvalanol A [GO:1901560]",1,1,1,1,1,1,1,1,1,1
"response to benomyl [GO:1901561]",1,1,1,1,1,1,1,1,1,1
"response to paraquat [GO:1901562]",1,1,1,1,1,1,1,1,1,1
"response to camptothecin [GO:1901563]",1,1,1,1,1,1,1,1,1,1
"organonitrogen compound metabolic process [GO:1901564]",0.782743266616796,0.907376488163935,0.31919550767706,0.440083134042281,0.0454374429869113,0.835491413032914,0.729186594075026,0.74597678172645,0.165548180433531,0.653938589772519
"organonitrogen compound catabolic process [GO:1901565]",0.990161669543682,0.610927741898387,0.454663658532476,0.134538215128463,0.0522452609297129,0.601472320894105,0.509475941539996,0.707000983572068,0.084321145583806,1
"organonitrogen compound biosynthetic process [GO:1901566]",0.803288824079923,0.141220650515749,0.543347765384922,0.331798130455903,0.185795797947155,1,0.932881101961571,0.969334709013767,0.33540465134987,1
"fatty acid derivative metabolic process [GO:1901568]",0.53303621628077,1,1,0.285073586908006,0.702019344046815,1,1,1,1,1
"fatty acid derivative catabolic process [GO:1901569]",1,1,1,0.228253845159623,1,1,1,1,1,1
"fatty acid derivative biosynthetic process [GO:1901570]",0.597102828307763,1,1,0.321384280283455,1,1,1,1,1,1
"fatty acid derivative transport [GO:1901571]",0.748364503244271,1,0.137259884330185,0.413825104642368,1,1,1,1,1,1
"chemical substance metabolic process [GO:1901572]",1,1,1,1,1,1,1,1,1,1
"chemical substance catabolic process [GO:1901573]",1,1,1,1,1,1,1,1,1,1
"chemical substance biosynthetic process [GO:1901574]",1,1,1,1,1,1,1,1,1,1
"organic substance catabolic process [GO:1901575]",0.989112302211516,0.503535845977309,0.482744328185262,0.0320357036982208,0.109370869380729,0.965572088577415,0.716316856936174,0.652819196974003,0.0535794884308513,1
"organic substance biosynthetic process [GO:1901576]",0.343865406937004,0.500251514774073,0.200418263032897,0.827841125332586,0.21290587275841,0.972272303396696,0.975104035376724,0.530248422720343,0.109737303268905,0.467728472687056
"regulation of alkane biosynthetic process [GO:1901577]",1,1,1,1,1,1,1,1,1,1
"negative regulation of alkane biosynthetic process [GO:1901578]",1,1,1,1,1,1,1,1,1,1
"positive regulation of alkane biosynthetic process [GO:1901579]",1,1,1,1,1,1,1,1,1,1
"regulation of telomeric RNA transcription from RNA pol II promoter [GO:1901580]",1,1,1,1,1,1,1,1,1,1
