"V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31"
"positive regulation of proteinase activated receptor activity [GO:1900278]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of CD4-positive, alpha beta T cell costimulation [GO:1900279]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of CD4-positive, alpha beta T cell costimulation [GO:1900280]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of CD4-positive, alpha beta T cell costimulation [GO:1900281]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cellobiose catabolic process [GO:1900282]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of cellobiose catabolic process [GO:1900283]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of cellobiose catabolic process [GO:1900284]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cellotriose transport [GO:1900285]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of cellotriose transport [GO:1900286]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of cellotriose transport [GO:1900287]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of coenzyme F420-dependent bicyclic nitroimidazole catabolic process [GO:1900288]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of coenzyme F420-dependent bicyclic nitroimidazole catabolic process [GO:1900289]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of coenzyme F420-dependent bicyclic nitroimidazole catabolic process [GO:1900290]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of galactotriose transport [GO:1900291]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of galactotriose transport [GO:1900292]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of galactotriose transport [GO:1900293]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of heptasaccharide transport [GO:1900294]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of heptasaccharide transport [GO:1900295]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of heptasaccharide transport [GO:1900296]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of hexasaccharide transport [GO:1900297]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of hexasaccharide transport [GO:1900298]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of hexasaccharide transport [GO:1900299]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of laminarabiose transport [GO:1900300]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of laminarabiose transport [GO:1900301]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of laminarabiose transport [GO:1900302]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of laminaritriose transport [GO:1900303]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of laminaritriose transport [GO:1900304]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of laminaritriose transport [GO:1900305]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of maltoheptaose transport [GO:1900306]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of maltoheptaose transport [GO:1900307]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of maltoheptaose transport [GO:1900308]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of maltoheptaose metabolic process [GO:1900309]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of maltoheptaose metabolic process [GO:1900310]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of maltoheptaose metabolic process [GO:1900311]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of maltohexaose transport [GO:1900312]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of maltohexaose transport [GO:1900313]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of maltohexaose transport [GO:1900314]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of maltopentaose transport [GO:1900315]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of maltopentaose transport [GO:1900316]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of maltopentaose transport [GO:1900317]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of methane biosynthetic process from dimethylamine [GO:1900318]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of methane biosynthetic process from dimethylamine [GO:1900319]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of methane biosynthetic process from dimethylamine [GO:1900320]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of maltotetraose transport [GO:1900321]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of maltotetraose transport [GO:1900322]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of maltotetraose transport [GO:1900323]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of maltotriulose transport [GO:1900324]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of maltotriulose transport [GO:1900325]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of maltotriulose transport [GO:1900326]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of mannotriose transport [GO:1900327]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of mannotriose transport [GO:1900328]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of mannotriose transport [GO:1900329]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of methane biosynthetic process from trimethylamine [GO:1900330]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of methane biosynthetic process from trimethylamine [GO:1900331]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of methane biosynthetic process from trimethylamine [GO:1900332]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of methane biosynthetic process from 3-(methylthio)propionic acid [GO:1900333]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of methane biosynthetic process from 3-(methylthio)propionic acid [GO:1900334]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of methane biosynthetic process from 3-(methylthio)propionic acid [GO:1900335]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of methane biosynthetic process from carbon monoxide [GO:1900336]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of methane biosynthetic process from carbon monoxide [GO:1900337]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of methane biosynthetic process from carbon monoxide [GO:1900338]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of methane biosynthetic process from formic acid [GO:1900339]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of methane biosynthetic process from formic acid [GO:1900340]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of methane biosynthetic process from formic acid [GO:1900341]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of methane biosynthetic process from dimethyl sulfide [GO:1900342]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of methane biosynthetic process from dimethyl sulfide [GO:1900343]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of methane biosynthetic process from dimethyl sulfide [GO:1900344]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of methane biosynthetic process from methanethiol [GO:1900345]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of methane biosynthetic process from methanethiol [GO:1900346]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of methane biosynthetic process from methanethiol [GO:1900347]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of methane biosynthetic process from methylamine [GO:1900348]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of methane biosynthetic process from methylamine [GO:1900349]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of methane biosynthetic process from methylamine [GO:1900350]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of methanofuran biosynthetic process [GO:1900351]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of methanofuran biosynthetic process [GO:1900352]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of methanofuran biosynthetic process [GO:1900353]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of methanofuran metabolic process [GO:1900354]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of methanofuran metabolic process [GO:1900355]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of methanofuran metabolic process [GO:1900356]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of nigerotriose transport [GO:1900357]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of nigerotriose transport [GO:1900358]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of nigerotriose transport [GO:1900359]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of pentasaccharide transport [GO:1900360]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of pentasaccharide transport [GO:1900361]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of pentasaccharide transport [GO:1900362]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of mRNA polyadenylation [GO:1900363]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of mRNA polyadenylation [GO:1900364]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of mRNA polyadenylation [GO:1900365]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of defense response to insect [GO:1900366]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of defense response to insect [GO:1900367]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of RNA interference [GO:1900368]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of RNA interference [GO:1900369]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of RNA interference [GO:1900370]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of purine nucleotide biosynthetic process [GO:1900371]",0.714452219554093,1,0.0406985634667311,1,0.33066906462546,1,0.36468020038036,1,1,1,1,1,0.31217077971685,1,1,1,1,0.419029738789801,1,1,0.306264822661204,1,1,1,1,1,1,1,1,1
"negative regulation of purine nucleotide biosynthetic process [GO:1900372]",0.338478461899593,1,0.122224134646116,1,0.384360676704856,1,0.596776462213924,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of purine nucleotide biosynthetic process [GO:1900373]",0.87146354111807,1,0.164132832542734,1,0.486824665951365,1,0.333644303631494,1,1,1,1,1,0.12450402400293,1,1,1,1,0.258072915219283,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of mating type switching by regulation of transcription from RNA polymerase II promoter [GO:1900374]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of inositol biosynthetic process by positive regulation of transcription from RNA polymerase II promoter [GO:1900375]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of secondary metabolite biosynthetic process [GO:1900376]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of secondary metabolite biosynthetic process [GO:1900377]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of secondary metabolite biosynthetic process [GO:1900378]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of asperthecin biosynthetic process [GO:1900379]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of asperthecin biosynthetic process [GO:1900380]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of asperthecin biosynthetic process [GO:1900381]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of thiamine biosynthetic process by regulation of transcription from RNA polymerase II promoter [GO:1900382]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of synaptic plasticity by receptor localization to synapse [GO:1900383]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of flavonol biosynthetic process [GO:1900384]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of flavonol biosynthetic process [GO:1900385]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of flavonol biosynthetic process [GO:1900386]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of cell-cell adhesion by negative regulation of transcription from RNA polymerase II promoter [GO:1900387]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of vesicle-mediated transport by regulation of transcription from RNA polymerase II promoter [GO:1900388]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of glucose import by regulation of transcription from RNA polymerase II promoter [GO:1900389]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of iron ion import [GO:1900390]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cAMP-mediated signaling by regulation of transcription from RNA polymerase II promoter [GO:1900391]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of transport by negative regulation of transcription from RNA polymerase II promoter [GO:1900392]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of iron ion transport by regulation of transcription from RNA polymerase II promoter [GO:1900393]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of kojic acid biosynthetic process [GO:1900394]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of kojic acid biosynthetic process [GO:1900395]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of kojic acid biosynthetic process [GO:1900396]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of pyrimidine nucleotide biosynthetic process [GO:1900397]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of pyrimidine nucleotide biosynthetic process [GO:1900398]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of pyrimidine nucleotide biosynthetic process [GO:1900399]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of iron ion import by regulation of transcription from RNA polymerase II promoter [GO:1900400]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of meiosis by regulation of transcription from RNA polymerase II promoter [GO:1900401]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of carbohydrate metabolic process by regulation of transcription from RNA polymerase II promoter [GO:1900402]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of cellular amino acid biosynthetic process by negative regulation of transcription from RNA polymerase II promoter [GO:1900403]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of DNA repair by positive regulation of transcription from RNA polymerase II promoter [GO:1900404]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cytokinetic cell separation by regulation of transcription from RNA polymerase II promoter [GO:1900405]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of conjugation with cellular fusion by regulation of transcription from RNA polymerase II promoter [GO:1900406]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cellular response to oxidative stress [GO:1900407]",1,1,1,1,1,1,0.107276722243764,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of cellular response to oxidative stress [GO:1900408]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of cellular response to oxidative stress [GO:1900409]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of histone modification by regulation of transcription from RNA polymerase II promoter [GO:1900410]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of histone acetylation by regulation of transcription from RNA polymerase II promoter [GO:1900411]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of histone methylation by regulation of transcription from RNA polymerase II promoter [GO:1900412]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of phospholipid biosynthetic process by positive regulation of transcription from RNA polymerase II promoter [GO:1900413]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cell cycle cytokinesis by regulation of transcription from RNA polymerase II promoter [GO:1900414]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of fungal-type cell wall biogenesis by regulation of transcription from RNA polymerase II promoter [GO:1900415]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of 4,6-pyruvylated galactose residue biosynthetic process by regulation of transcription from RNA polymerase II promoter [GO:1900416]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of transmembrane transport by negative regulation of transcription from RNA polymerase II promoter [GO:1900417]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of purine nucleotide biosynthetic process by positive regulation of transcription from RNA polymerase II promoter [GO:1900418]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cellular alcohol catabolic process [GO:1900419]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of cellular alcohol catabolic process [GO:1900420]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of cellular alcohol catabolic process [GO:1900421]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of cellular alcohol catabolic process by positive regulation of transcription from RNA polymerase II promoter [GO:1900422]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of mating type switching by positive regulation of transcription from RNA polymerase II promoter [GO:1900423]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of defense response to bacterium [GO:1900424]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of defense response to bacterium [GO:1900425]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of defense response to bacterium [GO:1900426]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cellular response to oxidative stress by regulation of transcription from RNA polymerase II promoter [GO:1900427]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of filamentous growth of a population of unicellular organisms [GO:1900428]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of filamentous growth of a population of unicellular organisms [GO:1900429]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
